# submitted_id	current_id	converted_id	current_symbol
CG3639	FBgn0031282	FBgn0031282	Pex12
CG42277	FBgn0267337	FBgn0267337	rn
CG40050	FBgn0259697	FBgn0259697	nvd
CG2346	FBgn0000715	FBgn0000715	FMRFa
CG31022	FBgn0039776	FBgn0039776	PH4alphaEFB
CG30154	FBgn0050154	FBgn0050154	CG30154
CG15403	FBgn0031504	FBgn0031504	CG15403
CG33853	FBgn0053853	FBgn0053853	His2A:CG33853
CG5213	FBgn0038345	FBgn0038345	CG5213
CG17632	FBgn0000241	FBgn0000241	bw
CG31414	FBgn0051414	FBgn0051414	Gba1b
CG7650	FBgn0036519	FBgn0036519	CG7650
CG12794	FBgn0028583	FBgn0028583	lcs
CG5161	FBgn0266724	FBgn0266724	Trs20
CG13081	FBgn0032804	FBgn0032804	CG13081
CG5191	FBgn0038803	FBgn0038803	CG5191
CG1937	FBgn0039875	FBgn0039875	sip3
CG3168	FBgn0029896	FBgn0029896	CG3168
CG31223	FBgn0051223	FBgn0051223	CG31223
CG12493	FBgn0035571	FBgn0035571	CG12493
CG17420	FBgn0028697	FBgn0028697	RpL15
CG8065	FBgn0036075	FBgn0036075	CG8065
CG3947	FBgn0037019	FBgn0037019	Pex16
CG12676	FBgn0000547	FBgn0000547	ed
CG7135	FBgn0030895	FBgn0030895	CG7135
CG11221	FBgn0031855	FBgn0031855	meng
CG4654	FBgn0011763	FBgn0011763	Dp
CG4016	FBgn0086532	FBgn0086532	Spt-I
CG4753	FBgn0036622	FBgn0036622	Agpat4
CG4206	FBgn0284442	FBgn0284442	Mcm3
CG17212	FBgn0032415	FBgn0032415	rho-6
CG1785	FBgn0030061	FBgn0030061	CG1785
CG1162	FBgn0026564	FBgn0026564	CG1162
CG14840	FBgn0038217	FBgn0038217	CG14840
CG8025	FBgn0036916	FBgn0036916	Mtr3
CG3492	FBgn0035007	FBgn0035007	CG3492
CG2901	FBgn0029679	FBgn0029679	CG2901
CG15744	FBgn0030466	FBgn0030466	CG15744
CG14207	FBgn0031037	FBgn0031037	CG14207
CG17141	FBgn0039020	FBgn0039020	CG17141
CG11154	FBgn0010217	FBgn0010217	ATPsynbeta
CG11154	FBgn0243540	FBgn0243540	Dpse\ATPsyn-beta
CG30388	FBgn0034590	FBgn0034590	Magi
CG15266	FBgn0259982	FBgn0259982	Uxt
CG7988	FBgn0038582	FBgn0038582	CG7988
CG34421	FBgn0085450	FBgn0085450	Snoo
CG14145	FBgn0036118	FBgn0036118	Blos2
CG13213	FBgn0033609	FBgn0033609	Fbl6
CG33774	FBgn0053774	FBgn0053774	CG33774
CG15651	FBgn0034567	FBgn0034567	CG15651
CG16961	FBgn0026391	FBgn0026391	Or33b
CG18735	FBgn0042098	FBgn0042098	CG18735
CG2031	FBgn0037382	FBgn0037382	Hpr1
CG32214	FBgn0052214	FBgn0052214	CG32214
CG15441	FBgn0019982	FBgn0019982	Gs1l
CG3158	FBgn0003483	FBgn0003483	spn-E
CG14010	FBgn0031725	FBgn0031725	DIP-eta
CG6439	FBgn0038922	FBgn0038922	Idh3b
CG41566	FBgn0085696	FBgn0085696	CG41566
CG13775	FBgn0031874	FBgn0031874	CG13775
CG6583	FBgn0032420	FBgn0032420	CG6583
CG31666	FBgn0086758	FBgn0086758	chinmo
CG31666	FBgn0194496	FBgn0194496	Dsim\chinmo
CG31666	FBgn0076394	FBgn0076394	Dpse\chinmo
CG14838	FBgn0035799	FBgn0035799	CG14838
CG3039	FBgn0004646	FBgn0004646	ogre
CG3039	FBgn0027524	FBgn0027524	CG3909
CG4659	FBgn0010747	FBgn0010747	Srp54k
CG4247	FBgn0038307	FBgn0038307	mRpS10
CG3876	FBgn0031284	FBgn0031284	PGAP2
CG31426	FBgn0041588	FBgn0041588	eIF2D
CG9637	FBgn0038165	FBgn0038165	Task6
CG10268	FBgn0032811	FBgn0032811	CG10268
CG33048	FBgn0263241	FBgn0263241	Mocs1
CG17524	FBgn0063497	FBgn0063497	GstE3
CG30425	FBgn0066084	FBgn0066084	RpL41
CG13422	FBgn0034511	FBgn0034511	GNBP-like3
CG9422	FBgn0033092	FBgn0033092	CG9422
CG12115	FBgn0030097	FBgn0030097	CG12115
CG14949	FBgn0035358	FBgn0035358	CG14949
CG3632	FBgn0030735	FBgn0030735	CG3632
CG2617	FBgn0032877	FBgn0032877	CG2617
CG14122	FBgn0036282	FBgn0036282	Smyd4-2
CG14122	FBgn0031045	FBgn0031045	CG14212
CG9728	FBgn0039780	FBgn0039780	PH4alphaNE1
CG31763	FBgn0262475	FBgn0262475	bru2
CG41560	FBgn0085691	FBgn0085691	CG41560
CG17522	FBgn0063499	FBgn0063499	GstE10
CG8208	FBgn0027950	FBgn0027950	MBD-like
CG8134	FBgn0030671	FBgn0030671	CG8134
CG40715	FBgn0085510	FBgn0085510	CG40715
CG14070	FBgn0032313	FBgn0032313	CG14070
CG30110	FBgn0050110	FBgn0050110	CG30110
CG11345	FBgn0035546	FBgn0035546	CG11345
CG1979	FBgn0026563	FBgn0026563	CG1979
CG7266	FBgn0000565	FBgn0000565	Eip71CD
CG4141	FBgn0015279	FBgn0015279	Pi3K92E
CG3652	FBgn0031600	FBgn0031600	CG3652
CG12625	FBgn0265595	FBgn0265595	CG44422
CG30415	FBgn0250838	FBgn0250838	roh
CG17176	FBgn0040510	FBgn0040510	ACXA
CG40002	FBgn0058002	FBgn0058002	ND-AGGG
CG40002	FBgn0243584	FBgn0243584	Dpse\GA17837
CG3221	FBgn0034569	FBgn0034569	dgt3
CG8693	FBgn0033294	FBgn0033294	Mal-A4
CG17446	FBgn0030121	FBgn0030121	Cfp1
CG14372	FBgn0038156	FBgn0038156	side-IV
CG3480	FBgn0023509	FBgn0023509	mip130
CG2530	FBgn0010313	FBgn0010313	corto
CG5499	FBgn0001197	FBgn0001197	His2Av
CG30466	FBgn0050466	FBgn0050466	CG30466
CG12653	FBgn0000233	FBgn0000233	btd
CG2702	FBgn0037540	FBgn0037540	Pbp95
CG32334	FBgn0052334	FBgn0052334	CG32334
CG30393	FBgn0050393	FBgn0050393	CG30393
CG1692	FBgn0002641	FBgn0002641	mal
CG15697	FBgn0038834	FBgn0038834	RpS30
CG11848	FBgn0039282	FBgn0039282	Bili
CG8651	FBgn0003862	FBgn0003862	trx
CG30379	FBgn0050379	FBgn0050379	CG30379
CG17876	FBgn0000078	FBgn0000078	Amy-d
CG9162	FBgn0031778	FBgn0031778	lncRNA:CR9162
CG13366	FBgn0025633	FBgn0025633	CG13366
CG31775	FBgn0028537	FBgn0028537	CG31775
CG31323	FBgn0051323	FBgn0051323	CG31323
CG11456	FBgn0037031	FBgn0037031	CG11456
CG13924	FBgn0035286	FBgn0035286	CG13924
CG9050	FBgn0086265	FBgn0086265	psd
CG3294	FBgn0031628	FBgn0031628	CG3294
CG13652	FBgn0039284	FBgn0039284	CG13652
CG33819	FBgn0053819	FBgn0053819	His1:CG33819
CG14483	FBgn0034248	FBgn0034248	CG14483
CG10572	FBgn0015618	FBgn0015618	Cdk8
CG15638	FBgn0028943	FBgn0028943	CG15638
CG1082	FBgn0015572	FBgn0015572	alpha-Est4
CG4546	FBgn0038373	FBgn0038373	CG4546
CG17268	FBgn0265606	FBgn0265606	Prosalpha4T1
CG4421	FBgn0010044	FBgn0010044	GstD8
CG32494	FBgn0052494	FBgn0052494	CG32494
CG4899	FBgn0011693	FBgn0011693	Pdh
CG13511	FBgn0034759	FBgn0034759	CG13511
CG9134	FBgn0035199	FBgn0035199	tfc
CG33323	FBgn0037475	FBgn0037475	Fer1
CG7758	FBgn0027945	FBgn0027945	ppl
CG12841	FBgn0033133	FBgn0033133	Tsp42Ek
CG3533	FBgn0004055	FBgn0004055	uzip
CG1076	FBgn0037402	FBgn0037402	Vha14-2
CG5835	FBgn0038682	FBgn0038682	CG5835
CG3915	FBgn0033791	FBgn0033791	Drl-2
CG17197	FBgn0039367	FBgn0039367	CG17197
CG1464	FBgn0005558	FBgn0005558	ey
CG13650	FBgn0039277	FBgn0039277	Nepl16
CG5494	FBgn0038819	FBgn0038819	Cpr92F
CG11133	FBgn0037205	FBgn0037205	BoYb
CG7059	FBgn0038957	FBgn0038957	CG7059
CG6963	FBgn0250823	FBgn0250823	gish
CG32377	FBgn0261788	FBgn0261788	Ank2
CG12700	FBgn0026174	FBgn0026174	SkpD
CG11194	FBgn0027788	FBgn0027788	Hey
CG8677	FBgn0026577	FBgn0026577	CG8677
CG15738	FBgn0030352	FBgn0030352	sicily
CG9449	FBgn0036875	FBgn0036875	CG9449
CG3149	FBgn0027564	FBgn0027564	CG3149
CG11426	FBgn0037166	FBgn0037166	CG11426
CG9380	FBgn0035094	FBgn0035094	CG9380
CG1750	FBgn0039836	FBgn0039836	CG1750
CG12552	FBgn0040004	FBgn0040004	CG12552
CG9946	FBgn0261609	FBgn0261609	eIF2alpha
CG12576	FBgn0031190	FBgn0031190	CG12576
CG1021	FBgn0037443	FBgn0037443	Dmtn
CG5133	FBgn0028789	FBgn0028789	Doc1
CG12644	FBgn0264503	FBgn0264503	CG43902
CG4008	FBgn0283478	FBgn0283478	und
CG14110	FBgn0036352	FBgn0036352	CG14110
CG13065	FBgn0036590	FBgn0036590	CG13065
CG32158	FBgn0263131	FBgn0263131	CG43373
CG32158	FBgn0260388	FBgn0260388	CG42514
CG18001	FBgn0040007	FBgn0040007	RpL38
CG34385	FBgn0085414	FBgn0085414	dpr12
CG14562	FBgn0037142	FBgn0037142	CG14562
CG33832	FBgn0053832	FBgn0053832	His2A:CG33832
CG2054	FBgn0022702	FBgn0022702	Cht2
CG12483	FBgn0040688	FBgn0040688	CG12483
CG11069	FBgn0039244	FBgn0039244	CG11069
CG5660	FBgn0035942	FBgn0035942	ValRS-m
CG12262	FBgn0035811	FBgn0035811	Mcad
CG1218	FBgn0037377	FBgn0037377	CG1218
CG1895	FBgn0030339	FBgn0030339	Cyp28c1
CG6052	FBgn0036747	FBgn0036747	CG6052
CG17834	FBgn0028394	FBgn0028394	CG17834
CG13966	FBgn0264443	FBgn0264443	CG43861
CG10566	FBgn0037050	FBgn0037050	ICA69
CG9257	FBgn0032916	FBgn0032916	CG9257
CG14855	FBgn0038260	FBgn0038260	CG14855
CG13245	FBgn0045827	FBgn0045827	CG13245
CG30432	FBgn0050432	FBgn0050432	CG30432
CG12345	FBgn0000303	FBgn0000303	ChAT
CG12345	FBgn0270928	FBgn0270928	VAChT
CG34240	FBgn0261553	FBgn0261553	CG42671
CG32404	FBgn0052404	FBgn0052404	Cpr65Aw
CG14797	FBgn0029587	FBgn0029587	CG14797
CG41452	FBgn0262509	FBgn0262509	nrm
CG1373	FBgn0000279	FBgn0000279	CecC
CG10711	FBgn0086785	FBgn0086785	Vps36
CG9742	FBgn0261791	FBgn0261791	SNRPG
CG12384	FBgn0033624	FBgn0033624	CG12384
CG12857	FBgn0033963	FBgn0033963	CG12857
CG10691	FBgn0002031	FBgn0002031	l(2)37Cc
CG34409	FBgn0085438	FBgn0085438	CG34409
CG12164	FBgn0033158	FBgn0033158	CG12164
CG6093	FBgn0000018	FBgn0000018	abo
CG12213	FBgn0260742	FBgn0260742	CG12213
CG6500	FBgn0265598	FBgn0265598	Bx
CG10255	FBgn0033984	FBgn0033984	Lap1
CG33150	FBgn0041234	FBgn0041234	Gr59f
CG17152	FBgn0036250	FBgn0036250	Ir68b
CG40626	FBgn0085504	FBgn0085504	CG40626
CG31353	FBgn0051353	FBgn0051353	CG31353
CG33927	FBgn0053927	FBgn0053927	CG33927
CG3301	FBgn0038878	FBgn0038878	CG3301
CG1625	FBgn0033447	FBgn0033447	dila
CG1625	FBgn0088517	FBgn0088517	Dana\GF11477
CG1625	FBgn0207965	FBgn0207965	Dvir\GJ20828
CG32556	FBgn0263258	FBgn0263258	chas
CG30077	FBgn0050077	FBgn0050077	Blos1
CG9984	FBgn0010416	FBgn0010416	TH1
CG12920	FBgn0033481	FBgn0033481	CG12920
CG5427	FBgn0032433	FBgn0032433	Oatp33Ea
CG10975	FBgn0014007	FBgn0014007	Ptp69D
CG8864	FBgn0028940	FBgn0028940	Cyp28a5
CG32451	FBgn0052451	FBgn0052451	SPoCk
CG7035	FBgn0022942	FBgn0022942	Cbp80
CG10149	FBgn0028689	FBgn0028689	Rpn6
CG1897	FBgn0000492	FBgn0000492	Dr
CG1153	FBgn0037414	FBgn0037414	Osi7
CG17925	FBgn0039967	FBgn0039967	CG17925
CG32971	FBgn0052971	FBgn0052971	CG32971
CG10664	FBgn0032833	FBgn0032833	COX4
CG10664	FBgn0070535	FBgn0070535	Dpse\GA10478
CG7824	FBgn0039711	FBgn0039711	CG7824
CG5500	FBgn0039461	FBgn0039461	CG5500
CG14275	FBgn0032022	FBgn0032022	CG14275
CG4254	FBgn0011726	FBgn0011726	tsr
CG12833	FBgn0263934	FBgn0263934	esn
CG13361	FBgn0029532	FBgn0029532	CG13361
CG14851	FBgn0038240	FBgn0038240	CG14851
CG4500	FBgn0286723	FBgn0286723	hll
CG3469	FBgn0015000	FBgn0015000	betaggt-I
CG14572	FBgn0037128	FBgn0037128	CG14572
CG14041	FBgn0260470	FBgn0260470	SP555
CG14041	FBgn0260451	FBgn0260451	CG14042
CG33087	FBgn0053087	FBgn0053087	LRP1
CG32645	FBgn0052645	FBgn0052645	CG32645
CG14762	FBgn0033250	FBgn0033250	CG14762
CG33717	FBgn0260458	FBgn0260458	PGRP-LD
CG17650	FBgn0031365	FBgn0031365	CG17650
CG7166	FBgn0037107	FBgn0037107	CG7166
CG32666	FBgn0052666	FBgn0052666	Drak
CG13293	FBgn0035677	FBgn0035677	CG13293
CG17919	FBgn0037433	FBgn0037433	CG17919
CG17515	FBgn0039966	FBgn0039966	Rab21
CG7409	FBgn0035817	FBgn0035817	CG7409
CG4963	FBgn0039561	FBgn0039561	mfrn
CG17828	FBgn0016038	FBgn0016038	Vsp37A
CG12608	FBgn0030630	FBgn0030630	CG12608
CG12608	FBgn0071767	FBgn0071767	Dpse\GA11717
CG6816	FBgn0010383	FBgn0010383	Cyp18a1
CG5589	FBgn0036754	FBgn0036754	CG5589
CG17686	FBgn0024807	FBgn0024807	DIP1
CG3151	FBgn0010263	FBgn0010263	Rbp9
CG32847	FBgn0052847	FBgn0052847	CG32847
CG15593	FBgn0037417	FBgn0037417	Osi10
CG14119	FBgn0264486	FBgn0264486	CG43894
CG7125	FBgn0038603	FBgn0038603	PKD
CG3423	FBgn0020616	FBgn0020616	SA
CG14930	FBgn0032366	FBgn0032366	CG14930
CG4133	FBgn0031257	FBgn0031257	CG4133
CG11494	FBgn0263108	FBgn0263108	BtbVII
CG12268	FBgn0039131	FBgn0039131	CG12268
CG32540	FBgn0030954	FBgn0030954	CCKLR-17D3
CG13085	FBgn0032780	FBgn0032780	CG13085
CG16905	FBgn0037762	FBgn0037762	eloF
CG15252	FBgn0030167	FBgn0030167	CG15252
CG30054	FBgn0050054	FBgn0050054	CG30054
CG34231	FBgn0085260	FBgn0085260	CG34231
CG14823	FBgn0035734	FBgn0035734	CG14823
CG6240	FBgn0038714	FBgn0038714	Cpr92A
CG1528	FBgn0028968	FBgn0028968	gammaCOP
CG13108	FBgn0032100	FBgn0032100	CG13108
CG41089	FBgn0069946	FBgn0069946	CG41089
CG15916	FBgn0030704	FBgn0030704	CG15916
CG31904	FBgn0260479	FBgn0260479	CG31904
CG3409	FBgn0033095	FBgn0033095	chk
CG14492	FBgn0034283	FBgn0034283	CG14492
CG10333	FBgn0032690	FBgn0032690	CG10333
CG10261	FBgn0261854	FBgn0261854	aPKC
CG6673	FBgn0035906	FBgn0035906	GstO2
CG5734	FBgn0032191	FBgn0032191	CG5734
CG10604	FBgn0000529	FBgn0000529	bsh
CG33524	FBgn0261293	FBgn0261293	CheB53b
CG32409	FBgn0052409	FBgn0052409	CG32409
CG8441	FBgn0034086	FBgn0034086	CG8441
CG9773	FBgn0037609	FBgn0037609	CG9773
CG4035	FBgn0015218	FBgn0015218	eIF4E1
CG11242	FBgn0034451	FBgn0034451	TBCB
CG32594	FBgn0052594	FBgn0052594	be
CG5468	FBgn0039434	FBgn0039434	TwdlM
CG30273	FBgn0050273	FBgn0050273	CG30273
CG11575	FBgn0039879	FBgn0039879	Ir100a
CG31258	FBgn0266916	FBgn0266916	Cenp-C
CG14868	FBgn0038330	FBgn0038330	CG14868
CG13033	FBgn0036638	FBgn0036638	CG13033
CG42392	FBgn0259738	FBgn0259738	CG42392
CG8644	FBgn0038133	FBgn0038133	Osi22
CG5828	FBgn0031682	FBgn0031682	CG5828
CG33640	FBgn0053640	FBgn0053640	CG33640
CG17207	FBgn0038051	FBgn0038051	CG17207
CG13036	FBgn0266099	FBgn0266099	CG44836
CG6806	FBgn0002565	FBgn0002565	Lsp2
CG8545	FBgn0033741	FBgn0033741	CG8545
CG6425	FBgn0039449	FBgn0039449	CG6425
CG31447	FBgn0043069	FBgn0043069	MESK4
CG3394	FBgn0034999	FBgn0034999	Fatp3
CG13130	FBgn0040965	FBgn0040965	lncRNA:CR13130
CG7598	FBgn0039689	FBgn0039689	CIA30
CG7598	FBgn0080464	FBgn0080464	Dpse\GA20469
CG17048	FBgn0033828	FBgn0033828	CG17048
CG10579	FBgn0005640	FBgn0005640	Eip63E
CG33647	FBgn0053647	FBgn0053647	CG33647
CG6138	FBgn0032268	FBgn0032268	CG6138
CG11562	FBgn0031247	FBgn0031247	CG11562
CG4233	FBgn0001125	FBgn0001125	Got2
CG13333	FBgn0033855	FBgn0033855	link
CG3980	FBgn0031575	FBgn0031575	Cep97
CG31955	FBgn0051955	FBgn0051955	CG31955
CG31274	FBgn0051274	FBgn0051274	CG31274
CG5469	FBgn0034372	FBgn0034372	Gint3
CG40968	FBgn0267592	FBgn0267592	CCY
CG40968	FBgn0267596	FBgn0267596	CR45934
CG3772	FBgn0025680	FBgn0025680	cry
CG42272	FBgn0259167	FBgn0259167	CG42272
CG41557	FBgn0085688	FBgn0085688	CG41557
CG12752	FBgn0028411	FBgn0028411	Nxt1
CG7246	FBgn0030081	FBgn0030081	CG7246
CG7398	FBgn0024921	FBgn0024921	Tnpo
CG4949	FBgn0030813	FBgn0030813	CG4949
CG6401	FBgn0034270	FBgn0034270	PIG-A
CG3502	FBgn0046253	FBgn0046253	CG3502
CG6875	FBgn0000140	FBgn0000140	asp
CG18649	FBgn0036469	FBgn0036469	CG18649
CG4622	FBgn0035021	FBgn0035021	CG4622
CG34157	FBgn0260003	FBgn0260003	Dys
CG32699	FBgn0052699	FBgn0052699	LPCAT
CG16953	FBgn0038809	FBgn0038809	CG16953
CG12255	FBgn0036618	FBgn0036618	Cpr72Eb
CG10949	FBgn0032858	FBgn0032858	CG10949
CG8806	FBgn0033413	FBgn0033413	prel
CG9391	FBgn0037063	FBgn0037063	CG9391
CG8833	FBgn0036386	FBgn0036386	CG8833
CG12798	FBgn0039987	FBgn0039987	CR12798
CG33920	FBgn0053920	FBgn0053920	CG33920
CG11071	FBgn0267033	FBgn0267033	mamo
CG42230	FBgn0087007	FBgn0087007	bbg
CG31613	FBgn0051613	FBgn0051613	His3:CG31613
CG3191	FBgn0023525	FBgn0023525	CG3191
CG14401	FBgn0032900	FBgn0032900	CG14401
CG3161	FBgn0262736	FBgn0262736	Vha16-1
CG7437	FBgn0262737	FBgn0262737	mub
CG31783	FBgn0002939	FBgn0002939	ninaD
CG30338	FBgn0050338	FBgn0050338	CG30338
CG34250	FBgn0085279	FBgn0085279	CG34250
CG4999	FBgn0035936	FBgn0035936	Tsp66E
CG10741	FBgn0036373	FBgn0036373	Tgi
CG5081	FBgn0267849	FBgn0267849	Syx7
CG11652	FBgn0036194	FBgn0036194	Dph1
CG8276	FBgn0263144	FBgn0263144	bin3
CG1428	FBgn0032967	FBgn0032967	CG1428
CG13484	FBgn0036406	FBgn0036406	CG13484
CG9674	FBgn0036663	FBgn0036663	CG9674
CG34257	FBgn0260874	FBgn0260874	Ir76a
CG33473	FBgn0040765	FBgn0040765	luna
CG16865	FBgn0028919	FBgn0028919	CG16865
CG15088	FBgn0034381	FBgn0034381	List
CG13747	FBgn0033364	FBgn0033364	CG13747
CG17509	FBgn0260012	FBgn0260012	pds5
CG7851	FBgn0032013	FBgn0032013	Scgalpha
CG14508	FBgn0039651	FBgn0039651	Cyt-c1L
CG14508	FBgn0073077	FBgn0073077	Dpse\GA13039
CG5063	FBgn0038327	FBgn0038327	Trax
CG18747	FBgn0042104	FBgn0042104	CG18747
CG14609	FBgn0037483	FBgn0037483	CG14609
CG14609	FBgn0073146	FBgn0073146	Dpse\GA13108
CG32549	FBgn0052549	FBgn0052549	CG32549
CG10160	FBgn0001258	FBgn0001258	Ldh
CG1902	FBgn0033434	FBgn0033434	CG1902
CG13030	FBgn0259794	FBgn0259794	sinah
CG13030	FBgn0064442	FBgn0064442	Dpse\GA11985
CG33101	FBgn0266464	FBgn0266464	Nsf2
CG2211	FBgn0035211	FBgn0035211	CG2211
CG14891	FBgn0038445	FBgn0038445	CG14891
CG15083	FBgn0034399	FBgn0034399	CG15083
CG4719	FBgn0027508	FBgn0027508	Tnks
CG15296	FBgn0030215	FBgn0030215	CG15296
CG33505	FBgn0053505	FBgn0053505	U3-55K
CG1550	FBgn0033225	FBgn0033225	TTLL12
CG6541	FBgn0028412	FBgn0028412	Mst33A
CG15883	FBgn0030985	FBgn0030985	Obp18a
CG7338	FBgn0037073	FBgn0037073	Tsr1
CG17816	FBgn0037525	FBgn0037525	CG17816
CG7173	FBgn0037099	FBgn0037099	CG7173
CG4685	FBgn0039349	FBgn0039349	Ssadh
CG15220	FBgn0266421	FBgn0266421	RPA3
CG6649	FBgn0026314	FBgn0026314	Ugt35B1
CG32830	FBgn0264442	FBgn0264442	ab
CG12374	FBgn0033774	FBgn0033774	CG12374
CG34414	FBgn0085443	FBgn0085443	spri
CG31031	FBgn0266411	FBgn0266411	sima
CG32496	FBgn0052496	FBgn0052496	CR32496
CG12355	FBgn0040805	FBgn0040805	CG12355
CG10031	FBgn0031563	FBgn0031563	CG10031
CG41541	FBgn0085678	FBgn0085678	CG41541
CG2885	FBgn0030200	FBgn0030200	RabX2
CG4683	FBgn0037857	FBgn0037857	Tengl4
CG3371	FBgn0035153	FBgn0035153	ebd1
CG6061	FBgn0033846	FBgn0033846	mip120
CG17386	FBgn0033936	FBgn0033936	Achl
CG2021	FBgn0035271	FBgn0035271	CG2021
CG8241	FBgn0086895	FBgn0086895	pea
CG14637	FBgn0015331	FBgn0015331	abs
CG8465	FBgn0028343	FBgn0028343	Ankle2
CG9492	FBgn0037726	FBgn0037726	CG9492
CG18404	FBgn0039761	FBgn0039761	CG18404
CG14079	FBgn0036849	FBgn0036849	CG14079
CG33453	FBgn0053453	FBgn0053453	CG33453
CG13151	FBgn0033750	FBgn0033750	CG13151
CG15581	FBgn0037399	FBgn0037399	Or83c
CG17359	FBgn0036396	FBgn0036396	CG17359
CG10151	FBgn0033960	FBgn0033960	CG10151
CG12947	FBgn0037753	FBgn0037753	CG12947
CG3215	FBgn0034825	FBgn0034825	Gpdh2
CG12405	FBgn0033520	FBgn0033520	Prx2540-1
CG5052	FBgn0003087	FBgn0003087	pim
CG7041	FBgn0030082	FBgn0030082	HP1b
CG9663	FBgn0031516	FBgn0031516	CG9663
CG7210	FBgn0001301	FBgn0001301	kel
CG7879	FBgn0035235	FBgn0035235	CG7879
CG10440	FBgn0034636	FBgn0034636	twz
CG12855	FBgn0033973	FBgn0033973	HPS1
CG5300	FBgn0032243	FBgn0032243	Klp31E
CG7003	FBgn0036486	FBgn0036486	Msh6
CG42325	FBgn0264815	FBgn0264815	Pde1c
CG42325	FBgn0264750	FBgn0264750	CG44008
CG31020	FBgn0260440	FBgn0260440	spdo
CG18374	FBgn0025592	FBgn0025592	Gk1
CG5410	FBgn0039140	FBgn0039140	Miro
CG3172	FBgn0038206	FBgn0038206	twf
CG4456	FBgn0001228	FBgn0001228	CG4456
CG14490	FBgn0034281	FBgn0034281	CG14490
CG7045	FBgn0038978	FBgn0038978	tHMG1
CG3810	FBgn0023511	FBgn0023511	Edem1
CG15765	FBgn0029814	FBgn0029814	CG15765
CG7333	FBgn0038715	FBgn0038715	CG7333
CG33308	FBgn0250834	FBgn0250834	CG33308
CG4678	FBgn0030778	FBgn0030778	CG4678
CG33804	FBgn0053804	FBgn0053804	His1:CG33804
CG40085	FBgn0058085	FBgn0058085	CG40085
CG17284	FBgn0038859	FBgn0038859	Obp93a
CG7587	FBgn0038523	FBgn0038523	CG7587
CG7848	FBgn0034127	FBgn0034127	CG7848
CG41286	FBgn0085600	FBgn0085600	CG41286
CG12934	FBgn0033541	FBgn0033541	CG12934
CG31867	FBgn0051867	FBgn0051867	CG31867
CG11698	FBgn0037572	FBgn0037572	CG11698
CG31190	FBgn0261046	FBgn0261046	Dscam3
CG13169	FBgn0263020	FBgn0263020	CG43315
CG13169	FBgn0263021	FBgn0263021	CG43316
CG32179	FBgn0052179	FBgn0052179	Krn
CG12121	FBgn0030109	FBgn0030109	CG12121
CG8397	FBgn0034066	FBgn0034066	CG8397
CG15742	FBgn0030462	FBgn0030462	CG15742
CG11586	FBgn0035520	FBgn0035520	CG11586
CG10620	FBgn0036299	FBgn0036299	Tsf2
CG31998	FBgn0051998	FBgn0051998	CG31998
CG12701	FBgn0259789	FBgn0259789	zld
CG16974	FBgn0032479	FBgn0032479	CG16974
CG7067	FBgn0024945	FBgn0024945	NitFhit
CG12693	FBgn0029705	FBgn0029705	CG12693
CG41257	FBgn0085582	FBgn0085582	lncRNA:CR41257
CG8013	FBgn0020887	FBgn0020887	Su(z)12
CG15754	FBgn0030492	FBgn0030492	CG15754
CG10279	FBgn0003261	FBgn0003261	Rm62
CG4780	FBgn0260856	FBgn0260856	Membrin
CG17352	FBgn0035880	FBgn0035880	Culd
CG9270	FBgn0032908	FBgn0032908	CG9270
CG7847	FBgn0003499	FBgn0003499	sr
CG11671	FBgn0037562	FBgn0037562	Nazo
CG6191	FBgn0027581	FBgn0027581	CG6191
CG9289	FBgn0032058	FBgn0032058	CG9289
CG6230	FBgn0027582	FBgn0027582	CG6230
CG8302	FBgn0034053	FBgn0034053	Cyp4aa1
CG5254	FBgn0040383	FBgn0040383	CG5254
CG18177	FBgn0036039	FBgn0036039	Naa60
CG6145	FBgn0033853	FBgn0033853	CG6145
CG3493	FBgn0034854	FBgn0034854	Golgin245
CG10890	FBgn0002887	FBgn0002887	mus201
CG5697	FBgn0038846	FBgn0038846	CG5697
CG12105	FBgn0035241	FBgn0035241	CG12105
CG15549	FBgn0039810	FBgn0039810	CG15549
CG14802	FBgn0026873	FBgn0026873	MED18
CG13389	FBgn0010265	FBgn0010265	RpS13
CG12984	FBgn0037042	FBgn0037042	CG12984
CG6214	FBgn0032456	FBgn0032456	MRP
CG32655	FBgn0052655	FBgn0052655	CG32655
CG18545	FBgn0037812	FBgn0037812	CG18545
CG11294	FBgn0030058	FBgn0030058	CG11294
CG14265	FBgn0040393	FBgn0040393	CG14265
CG30098	FBgn0050098	FBgn0050098	CG30098
CG8036	FBgn0037607	FBgn0037607	CG8036
CG11199	FBgn0046704	FBgn0046704	Liprin-alpha
CG5140	FBgn0034314	FBgn0034314	nopo
CG3795	FBgn0025378	FBgn0025378	CG3795
CG33822	FBgn0053822	FBgn0053822	His1:CG33822
CG2038	FBgn0028836	FBgn0028836	CSN7
CG4042	FBgn0037018	FBgn0037018	CG4042
CG3386	FBgn0035152	FBgn0035152	CG3386
CG32711	FBgn0262976	FBgn0262976	lawc
CG31133	FBgn0051133	FBgn0051133	Slimp
CG41057	FBgn0263781	FBgn0263781	CG41057
CG33225	FBgn0053225	FBgn0053225	CG33225
CG6715	FBgn0026064	FBgn0026064	KP78a
CG9826	FBgn0034784	FBgn0034784	CG9826
